Track,Album Name,Artist,Release Date,Spotify Streams,YouTube Views,TikTok Views
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,684853927.0,547937715.0,1162186778.0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,665519026.0,187947945.0,5516142056.0
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,785016247.0,654629596.0,976662212.0
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/2017,1615274494.0,515463883.0,100843174.0
Rich Flex,Her Loss,Drake,11/4/2022,812274757.0,86053276.0,1834709832.0
Standing Next to You,GOLDEN,Jung Kook,11/3/2023,675865902.0,130563278.0,628043802.0
Congratulations,Congratulations,Post Malone,11/4/2016,1984802459.0,1790918527.0,811673866.0
Do It To It,Do It To It,ACRAZE,8/20/2021,805019111.0,117678524.0,10369065597.0
Tusa,Tusa,KAROL G,11/7/2019,1497511486.0,1816772749.0,414336041.0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,1119350842.0,767399825.0,1505078331.0
Good Good,Good Good,USHER,8/4/2023,53825007.0,83224436.0,89022964.0
Austin,Austin - Single,Dasha,11/17/2023,273023490.0,28916868.0,2850135008.0
Search & Rescue,Search & Rescue,Drake,4/7/2023,337858357.0,40938953.0,192701225.0
TULUM,TULUM,Peso Pluma,6/28/2023,390182196.0,253468644.0,1391833232.0
Shivers,#NAME?,Ed Sheeran,1/1/2020,1568058093.0,683237554.0,1292107474.0
Coup du marteau,Coup du marteau,Tam Sir,12/8/2023,24933240.0,79219504.0,687729852.0
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,10/14/2020,90383224.0,29836991.0,4082175492.0
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,4/28/2022,18296870.0,108892433.0,6334463728.0
Sunroof,Sunroof,Nicky Youre,12/3/2021,890752779.0,169046580.0,5807175.0
Los del Espacio,Los del Espacio - Single,LIT killah,6/1/2023,373898429.0,314467618.0,1715842070.0
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/2018,1358105253.0,1875005008.0,1981780200.0
MAMIII,MAMIII,Becky G,2/10/2022,911797058.0,628307968.0,3410691967.0
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,1020452066.0,385820349.0,3320885451.0
exes,exes,Tate McRae,11/17/2023,323100055.0,33501338.0,730969180.0
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,8/16/2019,27747363.0,136028794.0,11797196743.0
Stick Season,Stick Season,Noah Kahan,7/8/2022,965865213.0,89431811.0,275016537.0
Need To Know,Need To Know,Doja Cat,6/11/2021,1178076856.0,507790705.0,2422643413.0
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,4/12/2024,29458027.0,8529869.0,87680200.0
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,394381902.0,805683907.0,847830213.0
Last Last,Last Last,Burna Boy,5/12/2022,410722289.0,332556651.0,1049244970.0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,1/29/2023,8034198.0,32806412.0,1953589891.0
500lbs,500lbs,Lil Tecca,7/21/2023,350584176.0,32342535.0,11627298.0
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,732652170.0,247680355.0,711702658.0
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,359416593.0,116400996.0,10488403602.0
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/2023,356559943.0,490408465.0,1871819472.0
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,406319778.0,84066193.0,99492470.0
Madonna,Madonna - Single,Natanael Cano,3/8/2024,272838329.0,105675950.0,2099500.0
deja vu,deja vu,Olivia Rodrigo,4/1/2021,1606975517.0,638102695.0,3758269019.0
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,5/8/2023,148630357.0,61652249.0,2299851479.0
Doja,Doja,Central Cee,7/21/2022,676519766.0,201326163.0,3919404141.0
Kill This Love,Kill This Love,BLACKPINK,4/4/2019,820840650.0,2920436498.0,1616215054.0
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,176290078.0,6018651.0,263955300.0
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,1668741024.0,1254501233.0,2733847243.0
Hey Mor,Hey Mor,Ozuna,10/6/2022,986132265.0,383748675.0,2145975300.0
Ferrari,Ferrari,James Hype,3/15/2022,626010147.0,202193289.0,368044894.0
Falling,Falling,Trevor Daniel,10/5/2018,1606023895.0,1151842584.0,8742744684.0
positions,positions,Ariana Grande,10/23/2020,1432830108.0,778340255.0,1984520688.0
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,1223329465.0,214359669.0,413908070.0
Save Your Tears,After Hours,The Weeknd,3/20/2020,1995511952.0,365257705.0,1154403769.0
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,1321878145.0,530778926.0,2295813182.0
This Is What You Came For,This Is What You Came For,Calvin Harris,4/29/2016,1746790923.0,3084719501.0,137718139.0
China,China,Anuel AA,7/19/2019,1178076574.0,2324673715.0,146747450.0
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/2013,759374819.0,4168791151.0,966469545.0
Moonlight,?,XXXTENTACION,3/16/2018,1885431727.0,1607650475.0,300772720.0
Smart,EASY,LE SSERAFIM,2/19/2024,159256689.0,130698280.0,2059824051.0
That's What I Like,24K Magic,Bruno Mars,11/17/2016,2075459887.0,2696139998.0,704916578.0
Commando,Commando - Single,Mavokali,9/28/2022,21667023.0,48246851.0,5361829317.0
The Business,The Business,Tiï¿½ï¿,9/16/2020,1191635193.0,539885283.0,1435552956.0
Ride It,Ride It,Regard,7/26/2019,1349427877.0,564022753.0,5118900832.0
Mwaki,SURRENDER,Zerb,9/27/2023,121234000.0,78160610.0,395342206.0
BICHOTA,BICHOTA,KAROL G,10/23/2020,868091483.0,1591945481.0,1153849236.0
The Hills,The Hills,The Weeknd,5/27/2015,2306740926.0,2404495013.0,1174129136.0
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,77212437.0,7658766.0,1423956.0
Te Felicito,Te Felicito,Shakira,4/21/2022,719593291.0,719244041.0,2594106000.0
Que Onda,Que Onda - Single,Calle 24,8/30/2023,642548537.0,227994801.0,499670882.0
Stumblin' In,Stumblin' In,CYRIL,11/10/2023,180784576.0,29260192.0,61731912.0
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,428164381.0,138760138.0,419346148.0
Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,1021480638.0,722946861.0,2153526389.0
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,1/10/2024,224033701.0,138348246.0,22394778.0
Sugar,V (Deluxe),Maroon 5,8/29/2014,1838092894.0,4151880976.0,406531709.0
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,1/12/2024,263568994.0,113081188.0,11612300.0
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/2019,1527106099.0,11512.0,478304071.0
Let Me Love You,Encore,DJ Snake,8/5/2016,2147028486.0,2457588032.0,528988791.0
Envolver,Envolver - Single,Anitta,11/11/2021,635241142.0,836072339.0,9427647770.0
Oublie-moi,Oublie-moi,Emkal,9/16/2022,17992999.0,58383075.0,2858109417.0
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,35244286.0,70452629.0,90497430.0
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,6/22/2023,253464894.0,191499043.0,708437568.0
you broke me first,you broke me first,Tate McRae,4/17/2020,1439465700.0,706284693.0,1383885042.0
Relationship (feat. Future),Beautiful Thugger Girls,Young Thug,6/16/2017,458957128.0,47166510.0,1069735982.0
Beggin',Chosen,Mï¿½ï¿½ne,12/8/2017,1601293263.0,424132504.0,18153723096.0
Pretty - Sped Up,Pretty,MEYY,6/7/2023,1867282.0,485422.0,1267424672.0
Hawï¿½,Hawï¿½,Maluma,7/29/2020,1289186767.0,1464055196.0,131926571.0
LA FALDA,LA FALDA - Single,Myke Towers,11/22/2023,367399860.0,104584293.0,14800.0
act ii: date @ 8,act ii: date @ 8,4batz,12/7/2023,153364964.0,32239845.0,749015170.0
Cradles,Cradles,Sub Urban,1/4/2019,737097685.0,1098942075.0,8841517566.0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,5/4/2019,1927961994.0,320969468.0,525749281.0
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/2023,179565178.0,41976731.0,451763725.0
Never Lose Me,Never Lose Me - Single,Flo Milli,11/30/2023,278132516.0,11587186.0,1434396157.0
Reggaeton Champagne,Kittyponeo,Bellakath,10/5/2023,224429894.0,250897173.0,456323777.0
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,3/8/2024,32435333.0,57665106.0,1059880600.0
Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,1249760413.0,699931779.0,2436202278.0
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,7/17/2020,568230113.0,531872316.0,11938256726.0
BATTER UP,BABYMONSTER Debut Digital Single [BATTER UP],BABYMONSTER,11/27/2023,121497542.0,307571207.0,136260517.0
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/2022,637325281.0,25776208.0,58477615.0
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,6/10/2022,412845771.0,215094924.0,777869891.0
Don't Let Me Down,Pop Party,The Chainsmokers,1/1/2016,1888829482.0,2813990127.0,6097870496.0
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,6/15/2018,701726499.0,3435321800.0,683794564.0
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/2020,1151629030.0,456651608.0,3401301248.0
Wake Me Up,TRUE,Avicii,1/1/2013,2325017580.0,3214634614.0,360378218.0
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/2023,232417498.0,59799293.0,61820477.0
Chulo pt.2,Chulopt2,Bad Gyal,6/22/2023,318567928.0,313180496.0,797526303.0
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/2018,1615353665.0,130721152.0,294545167.0
Push Up - Main Edit,Push Up - Single,Creeds,3/31/2023,274229438.0,22545691.0,1182280724.0
Kings & Queens,Kings & Queens,Ava Max,3/12/2020,955439608.0,627987518.0,2036664297.0
Adore You,Adore You,Harry Styles,12/6/2019,1670164200.0,721445001.0,805399161.0
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/2019,1625149693.0,925241514.0,713021988.0
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/2023,155390490.0,135400007.0,1043240094.0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/2018,1570233605.0,2737562687.0,40964161.0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/2022,419016792.0,299024405.0,5766443841.0
Cruel Summer,Lover,Taylor Swift,8/23/2019,2188247133.0,342388433.0,4967025679.0
Unforgettable,EPIC AF,French Montana,1/1/2017,2065697126.0,2173793028.0,631867114.0
EASY,EASY,LE SSERAFIM,2/19/2024,141803939.0,139498636.0,80625682.0
Faded,Faded,Benjamin Richter,7/28/2017,120162.0,4542997940.0,38402.0
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,29994527.0,39678645.0,5347400.0
ýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,7/3/2019,52830200.0,263688786.0,5821447553.0
Move,Move - Single,Adam Port,6/7/2024,5917083.0,1541922.0,53279473.0
F.N,F.N,Lil Tjay,8/9/2019,731933924.0,534384489.0,173278256.0
Say You Won't Let Go,Say You Won't Let Go,James Arthur,9/9/2016,2830962669.0,2083619058.0,792720612.0
Blank Space,1989 (Deluxe),Taylor Swift,1/1/2014,1829733410.0,3624778617.0,346032878.0
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,11/3/2017,399689964.0,3623407739.0,6559308.0
HUMBLE.,HUMBLE.,Kendrick Lamar,3/31/2017,2226869580.0,1281355260.0,769720113.0
Forget Me,Forget Me,Lewis Capaldi,9/9/2022,343556188.0,78559130.0,268283723.0
Scared To Start,Scared To Start,Michael Marcagi,1/12/2024,284119669.0,14777855.0,18832300.0
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,8/12/2022,549382975.0,128432797.0,5107877505.0
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,3/10/2023,425999315.0,81238584.0,342295893.0
Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,1/1/2011,1752826514.0,2729174469.0,4679645090.0
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,11/5/2015,1859886400.0,3951663770.0,265917250.0
Oh No,Cold As Ice,Kreepa,12/13/2019,40284121.0,17978707.0,61088562861.0
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2/7/2019,858059276.0,464768581.0,417831392.0
7 Years,Lukas Graham (Blue Album),Lukas Graham,6/16/2015,1916203330.0,2155590787.0,877998186.0
Something in the Orange,Something in the Orange,Zach Bryan,4/22/2022,891578597.0,121756122.0,536850823.0
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,629102459.0,317295184.0,404330162.0
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/2013,1379786786.0,1307002701.0,2112220730.0
Bailando Bachata,Bailando Bachata - Single,Chayanne,5/25/2023,136724343.0,252644706.0,525208493.0
Treat You Better,Treat You Better,Shawn Mendes,6/3/2016,2164074552.0,2766700889.0,218876789.0
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/2022,944833760.0,442672273.0,1137735925.0
Let Her Go,Let Her Go,Passenger,7/27/2012,2252713547.0,3967431755.0,198665893.0
Fall Back,Fall Back / Selfish Game - Single,Lithe,3/21/2024,78227549.0,18048583.0,5400000.0
Stressed Out,Stressed Out,Twenty One Pilots,4/28/2015,2313532702.0,3241796669.0,664725202.0
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,1251675613.0,1001433936.0,338873585.0
All of Me,Love In The Future (South Africa Tour Edition),John Legend,1/1/2012,2382407025.0,3064193777.0,643209321.0
2055,2055,Sleepy Hallow,4/14/2021,811700245.0,168936854.0,752325431.0
Bandit,Bandit - Single,Don Toliver,2/1/2024,152597421.0,6556571.0,98100600.0
Redbone,Redbone,Childish Gambino,11/17/2016,1615152539.0,887924965.0,430258743.0
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,3/8/2024,28543791.0,148165738.0,37252006.0
"This Is The Thanks I Get?! - From ""Wish""","This Is The Thanks I Get?! (From ""Wish"")",Chris Pine,10/25/2023,15090071.0,6176518.0,182005109.0
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,502781351.0,749366767.0,3341780836.0
You Proof,You Proof,Morgan Wallen,5/13/2022,644437397.0,141964689.0,327463451.0
Break My Heart,Break My Heart,Dua Lipa,3/25/2020,1198689895.0,761387435.0,1509626629.0
Shut Down,BORN PINK,BLACKPINK,9/16/2022,654818451.0,633781726.0,3365539262.0
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,205050873.0,242715015.0,20904.0
Chill Vibes,Chill Vibes,Tollan Kim,3/31/2022,1212312.0,668067.0,14162352713.0
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,10/11/2018,1318254846.0,1572511545.0,244589825.0
Toosie Slide,Toosie Slide,Drake,4/3/2020,1059262917.0,507137305.0,3734881670.0
MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,426341106.0,304538874.0,871654140.0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,210385853.0,18713330.0,65541536.0
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,6/28/2019,907346612.0,372311322.0,245290801.0
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,5/16/2024,33661899.0,3729783.0,1441200.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,553783547.0,238368386.0,2994040421.0
El Merengue,El Merengue - Single,Marshmello,3/3/2023,528420867.0,211317309.0,451806178.0
Made For Me,Made For Me,Muni Long,9/15/2023,142945230.0,66893881.0,17122064.0
TELEKINESIS,UTOPIA,Travis Scott,7/28/2023,313693195.0,31625039.0,32670713.0
Daqui pra Sempre,Daqui pra Sempre,Manu,9/22/2023,181784966.0,340975288.0,179.0
Martin & Gina,THE GOAT,Polo G,5/15/2020,885756212.0,226717718.0,200329006.0
"thank u, next","thank u, next",Ariana Grande,11/3/2018,1878196824.0,1479999649.0,982464070.0
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,4/4/2016,3192204066.0,456806913.0,388544079.0
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,11/26/2019,912461674.0,200055211.0,3076620938.0
Hope,?,XXXTENTACION,3/16/2018,1442703001.0,460915912.0,325870631.0
TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,255898884.0,95799266.0,112935118.0
Intentions (feat. Quavo),Intentions,Justin Bieber,2/7/2020,1177960398.0,1048571287.0,517889307.0
PRC,PRC,Peso Pluma,1/24/2023,668103212.0,417352534.0,1213.0
Lemonade,Lemonade,Internet Money,8/14/2020,1320495311.0,446997037.0,1355578291.0
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,11/6/2020,927908363.0,201781716.0,2189403368.0
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,10/20/2023,70652012.0,74067917.0,13499846.0
LET GO,LET GO,Central Cee,12/15/2022,415699405.0,120716253.0,459919455.0
Savage (feat. Beyoncï¿½ï¿½) - R,Savage (feat. Beyoncï¿½ï¿½) [Re,Megan Thee Stallion,4/29/2020,428986855.0,179237329.0,7823796917.0
No Idea,No Idea,Don Toliver,5/29/2019,922761340.0,469284408.0,5254571599.0
Love Yourself,Love Yourself,Justin Bieber,11/9/2015,2423583406.0,2154325842.0,546197873.0
Tï¿½ï¿½ ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,188154454.0,124152999.0,27500000.0
Need A Favor,NEED A FAVOR,Jelly Roll,12/9/2022,166866092.0,49337131.0,133788711.0
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,7/25/2023,296399608.0,387713750.0,38736854.0
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,1/1/2016,1429277695.0,2888870306.0,1155210017.0
Anabella,Anabella,Khaid,7/14/2023,14645123.0,28065515.0,222489625.0
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,10/29/2021,907821800.0,242506280.0,702113761.0
The Motto,The Motto,Tiï¿½ï¿,11/4/2021,818199643.0,300558745.0,591641859.0
Single Soon,Single Soon,Selena Gomez,8/25/2023,205555865.0,62487981.0,237154932.0
Falling Down - Bonus Track,Falling Down,Lil Peep,9/19/2018,1156060152.0,402381959.0,153710600.0
Sin Pijama,Sin Pijama,Becky G,4/20/2018,785389574.0,2377255570.0,989856037.0
Wasted On You,Dangerous: The Double Album,Morgan Wallen,1/8/2021,717226454.0,404363419.0,86145458.0
BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,6/21/2022,443564590.0,122345818.0,1231848412.0
Murder In My Mind,Murder In My Mind,Kordhell,1/21/2022,668285368.0,135561359.0,2877613437.0
Unstoppable,Unstoppable,Sia,1/21/2016,1285237951.0,1383536938.0,14808888629.0
traitor,SOUR,Olivia Rodrigo,5/21/2021,1564979439.0,500794182.0,2639611818.0
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,2396737761.0,1334796210.0,1545294272.0
Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,5/28/2021,811810737.0,874107993.0,1748578220.0
Hrs and Hrs,Public Displays of Affection,Muni Long,11/19/2021,241632869.0,179211319.0,3549690741.0
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,4/12/2019,1165842896.0,2104797932.0,2199922028.0
Angel Baby,Angel Baby,Troye Sivan,9/9/2021,533416336.0,293168763.0,4418855338.0
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,9/3/2021,559759920.0,190901062.0,2410691959.0
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,Feid,6/7/2024,8757910.0,3466744.0,25443365.0
I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,3/19/2021,1053626902.0,286243073.0,1755214047.0
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,4/29/2022,395167576.0,117364602.0,66661123.0
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,9/29/2023,573249007.0,166687005.0,66859275.0
XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,3/24/2017,2123458039.0,243662429.0,17150790.0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,10/28/2022,378282960.0,44883383.0,1367774822.0
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,7/28/2023,226519256.0,51312470.0,2439093.0
Cute,Cute,Aurel Surya Lie,8/29/2022,142732.0,195295.0,5316677737.0
Cold Heart - PNAU Remix,Diamonds (Deluxe),Elton John,11/10/2017,2011121774.0,545470329.0,943751388.0
Con Altura,Con Altura,ROSALï¿½,3/28/2019,770653954.0,2296478541.0,353024939.0
ýýýýýý (HEYA),IVE SWITCH,IVE,4/29/2024,32189908.0,56484359.0,19697730.0
LA CANCIï¿½,OASIS,J Balvin,6/28/2019,1706325903.0,1527773578.0,143346183.0
In My Mind,In My Mind,Dynoro,11/15/2017,1432473324.0,1652679786.0,481312317.0
Chandelier,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Sia,1/1/2014,1729264620.0,3137616905.0,1176707701.0
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,7/12/2018,1736530084.0,885823017.0,116720227.0
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/2020,1456635235.0,657464189.0,310162794.0
All About That Bass,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Meghan Trainor,1/1/2014,815661095.0,2725121387.0,620379145.0
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,12/12/2022,218291402.0,687030830.0,568124616.0
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,10/17/2023,64754747.0,45962989.0,1354562740.0
Cheques,Still Rollin,Shubh,5/19/2023,276505971.0,356244269.0,193157167.0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,1/15/2021,979440925.0,43045405.0,269812694.0
VAGABUNDO,VAGABUNDO,Sebastian Yatra,5/12/2023,337650898.0,226249916.0,505139679.0
Cheap Thrills,Cheap Thrills,Sia,12/17/2015,1779046979.0,2306432379.0,925857941.0
Yummy,Yummy,Justin Bieber,1/3/2020,792379282.0,887226751.0,2580705782.0
On My Mama,On My Mama,Victoria Monï¿½,6/16/2023,119798692.0,57621851.0,138101105.0
